#--- Experiment --------------------------------------------------------------------------
#240614_Freshwater1
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#WARD_FIRESTING1
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-A [A] FSO2-C4 SN:24EB9B0359671DD3 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.2] - Oxygen Sensor - XA6-538-211 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/9/2024	5/13/2024	21.358000	53.795000	0.804000	0.122000	4000	-0.056000	0.969000	0.900000	0.000000	-0.000303	0.000000	0.000000	fixed f	1003.696000	27.764000	53.926000	10.265000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.2 Main]	Time [A Ch.2 Main]	 dt (s) [A Ch.2 Main]	Oxygen (%air sat.) [A Ch.2 Main]	dphi (°) [A Ch.2 Main]	Signal Intensity (mV) [A Ch.2 Main]	Ambient Light (mV) [A Ch.2 Main]	Status [A Ch.2 Main]	Date [A Ch.2 CompT]	Time [A Ch.2 CompT]	 dt (s) [A Ch.2 CompT]	Sample Temp. (°C) [A Ch.2 CompT]	Status [A Ch.2 CompT]	Date [A Ch.2 CompP]	Time [A Ch.2 CompP]	 dt (s) [A Ch.2 CompP]	Pressure (mbar) [A Ch.2 CompP]	Status [A Ch.2 CompP]
14-06-2024	14:16:07.878	255.514	-0.554	54.113	361	0	OK	14-06-2024	14:16:07.878	255.514	21.617	OK	14-06-2024	14:16:07.878	255.514	1011	OK
14-06-2024	14:21:07.868	555.504	-0.547	54.107	362	1	OK	14-06-2024	14:21:07.868	555.504	21.632	OK	14-06-2024	14:21:07.868	555.504	1011	OK
14-06-2024	14:26:07.870	855.506	-0.553	54.112	363	0	OK	14-06-2024	14:26:07.870	855.506	21.642	OK	14-06-2024	14:26:07.870	855.506	1010	OK
14-06-2024	14:31:08.001	1155.638	-0.551	54.110	363	1	OK	14-06-2024	14:31:08.001	1155.638	21.655	OK	14-06-2024	14:31:08.001	1155.638	1010	OK
14-06-2024	14:36:08.012	1455.648	-0.542	54.102	364	0	OK	14-06-2024	14:36:08.012	1455.648	21.668	OK	14-06-2024	14:36:08.012	1455.648	1010	OK
14-06-2024	14:41:07.873	1755.509	-0.553	54.112	364	0	OK	14-06-2024	14:41:07.873	1755.509	21.683	OK	14-06-2024	14:41:07.873	1755.509	1010	OK
14-06-2024	14:46:07.873	2055.509	-0.547	54.106	365	1	OK	14-06-2024	14:46:07.873	2055.509	21.696	OK	14-06-2024	14:46:07.873	2055.509	1010	OK
14-06-2024	14:51:07.873	2355.510	-0.553	54.111	365	1	OK	14-06-2024	14:51:07.873	2355.510	21.702	OK	14-06-2024	14:51:07.873	2355.510	1010	OK
14-06-2024	14:56:07.874	2655.510	-0.554	54.112	366	1	OK	14-06-2024	14:56:07.874	2655.510	21.712	OK	14-06-2024	14:56:07.874	2655.510	1010	OK
14-06-2024	15:01:07.874	2955.510	-0.556	54.114	366	0	OK	14-06-2024	15:01:07.874	2955.510	21.722	OK	14-06-2024	15:01:07.874	2955.510	1010	OK
14-06-2024	15:06:07.874	3255.510	-0.547	54.106	367	0	OK	14-06-2024	15:06:07.874	3255.510	21.730	OK	14-06-2024	15:06:07.874	3255.510	1010	OK
14-06-2024	15:11:07.874	3555.510	-0.551	54.109	367	0	OK	14-06-2024	15:11:07.874	3555.510	21.738	OK	14-06-2024	15:11:07.874	3555.510	1010	OK
14-06-2024	15:16:07.874	3855.511	-0.550	54.108	367	0	OK	14-06-2024	15:16:07.874	3855.511	21.748	OK	14-06-2024	15:16:07.874	3855.511	1010	OK
14-06-2024	15:21:07.876	4155.512	-0.546	54.104	368	0	OK	14-06-2024	15:21:07.876	4155.512	21.755	OK	14-06-2024	15:21:07.876	4155.512	1010	OK
