Kor MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
FILE CREATED:,6/13/24 20:48,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,8951.6,9114.7,80.6,6.56,118.7,5.12,9101.2,5916,NA,-53.5,24.189,0,0,0,761.9
,,,STANDARD DEVIATION:,2457.2,2454.6,14.9,1.08,15.2,1.38,2452.2,1594,0.22,13.1,2.079,0,0,0,0.6
,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,23A101258,23A101258,22G104950,22G104950,23H103920,23A101258,23A101258,23A101258,23H103920,23H103920,23A101258,21E102340,21E102340,21E102340,21E102340
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Sal psu,SpCond µS/cm,TDS mg/L,pH,pH mV,Temp ∞C,GPS Latitude ∞,GPS Longitude ∞,Altitude m,Barometer mmHg
6/12/24,6:13:38,0,TMPSW,7248.8,9253.1,78.1,7.74,145.2,5.13,9109.2,5921,7.33,-45.5,14.307,0,0,0,762.2
6/12/24,6:28:38,0,TMPSW,9183.5,9447.1,63.6,5.23,128.3,5.29,9423,6125,7.21,-39.1,23.669,0,0,0,762.4
6/12/24,6:43:38,0,TMPSW,9235.5,9446.3,65.4,5.35,143.5,5.29,9426.9,6127,7.26,-41.6,23.937,0,0,0,762.5
6/12/24,6:58:38,0,TMPSW,9272.3,9444.8,67,5.46,147.5,5.29,9428.9,6129,7.27,-42.6,24.13,0,0,0,762.6
6/12/24,7:13:38,0,TMPSW,9284.9,9441.8,67.9,5.52,149.4,5.29,9427.3,6128,7.28,-42.8,24.209,0,0,0,762.6
6/12/24,7:28:38,0,TMPSW,9296.4,9442.6,68.4,5.56,150.5,5.29,9429.1,6129,7.28,-43,24.263,0,0,0,762.5
