#--- Experiment --------------------------------------------------------------------------
#240614_control1
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#WARD_FIRESTING2
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:2411E508596FD910 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.3] - Oxygen Sensor - XA7-540-211 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	3.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/9/2024	7/11/2023	21.119867	53.700000	0.804000	0.122000	4000	-0.056000	0.969000	0.900000	0.000000	-0.000303	0.000000	0.000000	fixed f	1004.396973	28.761127	51.248001	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.3 Main]	Time [A Ch.3 Main]	 dt (s) [A Ch.3 Main]	Oxygen (%air sat.) [A Ch.3 Main]	dphi (°) [A Ch.3 Main]	Signal Intensity (mV) [A Ch.3 Main]	Ambient Light (mV) [A Ch.3 Main]	Status [A Ch.3 Main]	Date [A Ch.3 CompT]	Time [A Ch.3 CompT]	 dt (s) [A Ch.3 CompT]	Sample Temp. (°C) [A Ch.3 CompT]	Status [A Ch.3 CompT]	Date [A Ch.3 CompP]	Time [A Ch.3 CompP]	 dt (s) [A Ch.3 CompP]	Pressure (mbar) [A Ch.3 CompP]	Status [A Ch.3 CompP]
14-06-2024	14:06:20.121	281.399	86.530	23.744	427	0	OK	14-06-2024	14:06:20.121	281.399	20.139	OK	14-06-2024	14:06:20.121	281.399	1011	OK
14-06-2024	14:11:20.126	581.404	86.568	23.738	427	0	OK	14-06-2024	14:11:20.126	581.404	20.152	OK	14-06-2024	14:11:20.126	581.404	1011	OK
14-06-2024	14:16:20.119	881.397	86.484	23.749	427	0	OK	14-06-2024	14:16:20.119	881.397	20.169	OK	14-06-2024	14:16:20.119	881.397	1011	OK
14-06-2024	14:21:20.132	1181.410	86.527	23.743	427	0	OK	14-06-2024	14:21:20.132	1181.410	20.175	OK	14-06-2024	14:21:20.132	1181.410	1011	OK
14-06-2024	14:26:20.124	1481.402	86.512	23.743	427	0	OK	14-06-2024	14:26:20.124	1481.402	20.193	OK	14-06-2024	14:26:20.124	1481.402	1011	OK
14-06-2024	14:31:20.126	1781.404	86.523	23.741	426	0	OK	14-06-2024	14:31:20.126	1781.404	20.203	OK	14-06-2024	14:31:20.126	1781.404	1010	OK
14-06-2024	14:36:20.123	2081.401	86.435	23.752	427	0	OK	14-06-2024	14:36:20.123	2081.401	20.219	OK	14-06-2024	14:36:20.123	2081.401	1010	OK
14-06-2024	14:41:20.122	2381.400	86.496	23.743	427	0	OK	14-06-2024	14:41:20.122	2381.400	20.229	OK	14-06-2024	14:41:20.122	2381.400	1010	OK
14-06-2024	14:46:20.124	2681.402	86.492	23.743	426	0	OK	14-06-2024	14:46:20.124	2681.402	20.242	OK	14-06-2024	14:46:20.124	2681.402	1010	OK
14-06-2024	14:51:20.127	2981.405	86.512	23.739	427	0	OK	14-06-2024	14:51:20.127	2981.405	20.250	OK	14-06-2024	14:51:20.127	2981.405	1010	OK
14-06-2024	14:56:20.124	3281.402	86.509	23.740	427	0	OK	14-06-2024	14:56:20.124	3281.402	20.261	OK	14-06-2024	14:56:20.124	3281.402	1010	OK
14-06-2024	15:01:20.125	3581.403	86.462	23.746	427	0	OK	14-06-2024	15:01:20.125	3581.403	20.270	OK	14-06-2024	15:01:20.125	3581.403	1010	OK
14-06-2024	15:06:20.126	3881.404	86.539	23.736	427	0	OK	14-06-2024	15:06:20.126	3881.404	20.277	OK	14-06-2024	15:06:20.126	3881.404	1010	OK
14-06-2024	15:11:20.126	4181.403	86.422	23.751	428	0	OK	14-06-2024	15:11:20.126	4181.403	20.287	OK	14-06-2024	15:11:20.126	4181.403	1010	OK
14-06-2024	15:16:20.126	4481.404	86.479	23.742	428	0	OK	14-06-2024	15:16:20.126	4481.404	20.299	OK	14-06-2024	15:16:20.126	4481.404	1010	OK
14-06-2024	15:21:20.126	4781.404	86.488	23.740	428	0	OK	14-06-2024	15:21:20.126	4781.404	20.304	OK	14-06-2024	15:21:20.126	4781.404	1010	OK
14-06-2024	15:26:20.129	5081.407	86.605	23.723	428	0	OK	14-06-2024	15:26:20.129	5081.407	20.312	OK	14-06-2024	15:26:20.129	5081.407	1010	OK
14-06-2024	15:31:20.004	5381.282	86.582	23.726	429	0	OK	14-06-2024	15:31:20.004	5381.282	20.318	OK	14-06-2024	15:31:20.004	5381.282	1010	OK
14-06-2024	15:36:20.005	5681.282	86.549	23.730	430	0	OK	14-06-2024	15:36:20.005	5681.282	20.323	OK	14-06-2024	15:36:20.005	5681.282	1010	OK
14-06-2024	15:41:20.132	5981.410	86.489	23.737	430	0	OK	14-06-2024	15:41:20.132	5981.410	20.327	OK	14-06-2024	15:41:20.132	5981.410	1010	OK
14-06-2024	15:46:20.129	6281.407	86.593	23.722	431	0	OK	14-06-2024	15:46:20.129	6281.407	20.337	OK	14-06-2024	15:46:20.129	6281.407	1010	OK
14-06-2024	15:51:20.133	6581.411	86.660	23.712	432	0	OK	14-06-2024	15:51:20.133	6581.411	20.339	OK	14-06-2024	15:51:20.133	6581.411	1010	OK
14-06-2024	15:56:20.146	6881.424	86.707	23.706	432	0	OK	14-06-2024	15:56:20.146	6881.424	20.344	OK	14-06-2024	15:56:20.146	6881.424	1010	OK
14-06-2024	16:01:20.135	7181.413	86.590	23.721	432	0	OK	14-06-2024	16:01:20.135	7181.413	20.350	OK	14-06-2024	16:01:20.135	7181.413	1010	OK
14-06-2024	16:06:20.133	7481.410	86.559	23.724	432	0	OK	14-06-2024	16:06:20.133	7481.410	20.354	OK	14-06-2024	16:06:20.133	7481.410	1010	OK
14-06-2024	16:11:20.134	7781.412	86.626	23.716	433	0	OK	14-06-2024	16:11:20.134	7781.412	20.355	OK	14-06-2024	16:11:20.134	7781.412	1010	OK
14-06-2024	16:16:20.132	8081.409	86.653	23.712	433	0	OK	14-06-2024	16:16:20.132	8081.409	20.358	OK	14-06-2024	16:16:20.132	8081.409	1010	OK
14-06-2024	16:21:20.012	8381.290	86.665	23.710	434	0	OK	14-06-2024	16:21:20.012	8381.290	20.358	OK	14-06-2024	16:21:20.012	8381.290	1010	OK
14-06-2024	16:26:20.010	8681.288	86.659	23.712	435	0	OK	14-06-2024	16:26:20.010	8681.288	20.364	OK	14-06-2024	16:26:20.010	8681.288	1010	OK
14-06-2024	16:31:20.012	8981.290	86.629	23.716	435	0	OK	14-06-2024	16:31:20.012	8981.290	20.365	OK	14-06-2024	16:31:20.012	8981.290	1010	OK
14-06-2024	16:36:20.137	9281.415	86.689	23.707	434	0	OK	14-06-2024	16:36:20.137	9281.415	20.366	OK	14-06-2024	16:36:20.137	9281.415	1010	OK
14-06-2024	16:41:20.013	9581.291	86.676	23.709	434	0	OK	14-06-2024	16:41:20.013	9581.291	20.365	OK	14-06-2024	16:41:20.013	9581.291	1010	OK
14-06-2024	16:46:20.012	9881.290	86.698	23.705	434	0	OK	14-06-2024	16:46:20.012	9881.290	20.369	OK	14-06-2024	16:46:20.012	9881.290	1010	OK
14-06-2024	16:51:20.011	10181.289	86.638	23.713	434	0	OK	14-06-2024	16:51:20.011	10181.289	20.370	OK	14-06-2024	16:51:20.011	10181.289	1010	OK
14-06-2024	16:56:20.012	10481.290	86.729	23.701	433	0	OK	14-06-2024	16:56:20.012	10481.290	20.368	OK	14-06-2024	16:56:20.012	10481.290	1010	OK
