datetime_raw,datetime_est,temp_c,spcond_us_cm,sal_psu,odo_mg_l,plot,type,flood,tod
2024-06-11T06:41:02Z,2024-06-11T10:41:02Z,22.693,8442.1,4.7,3.12,SW,0_source,flood1,05:41:02
2024-06-11T06:56:02Z,2024-06-11T10:56:02Z,23.025,8449.7,4.71,3.2,SW,0_source,flood1,05:56:02
2024-06-11T07:11:02Z,2024-06-11T11:11:02Z,23.325,8452.6,4.71,3.28,SW,0_source,flood1,06:11:02
2024-06-11T07:26:02Z,2024-06-11T11:26:02Z,23.463,8454.3,4.71,3.33,SW,0_source,flood1,06:26:02
2024-06-11T07:41:02Z,2024-06-11T11:41:02Z,23.522,8454.1,4.71,3.36,SW,0_source,flood1,06:41:02
2024-06-11T07:56:02Z,2024-06-11T11:56:02Z,23.524,8454.7,4.71,3.37,SW,0_source,flood1,06:56:02
2024-06-11T08:11:02Z,2024-06-11T12:11:02Z,19.353,66.8,0.03,8.82,SW,0_source,flood1,07:11:02
2024-06-11T08:26:02Z,2024-06-11T12:26:02Z,23.334,10126,5.71,5.62,SW,0_source,flood1,07:26:02
2024-06-11T08:41:02Z,2024-06-11T12:41:02Z,23.444,10135,5.72,5.62,SW,0_source,flood1,07:41:02
2024-06-11T08:56:02Z,2024-06-11T12:56:02Z,23.519,10138.2,5.72,5.65,SW,0_source,flood1,07:56:02
2024-06-11T09:11:02Z,2024-06-11T13:11:02Z,23.331,10134.5,5.72,5.11,SW,0_source,flood1,08:11:02
2024-06-11T09:26:01Z,2024-06-11T13:26:01Z,23.435,10083.7,5.69,5.18,SW,0_source,flood1,08:26:01
2024-06-11T09:41:01Z,2024-06-11T13:41:01Z,23.534,9535.5,5.36,4.62,SW,0_source,flood1,08:41:01
2024-06-11T09:56:01Z,2024-06-11T13:56:01Z,23.587,10131.9,5.72,5.58,SW,0_source,flood1,08:56:01
2024-06-11T10:11:01Z,2024-06-11T14:11:01Z,23.374,73.1,0.03,8.39,SW,0_source,flood1,09:11:01
2024-06-11T10:26:01Z,2024-06-11T14:26:01Z,23.823,10058.7,5.67,5.77,SW,0_source,flood1,09:26:01
2024-06-11T10:41:01Z,2024-06-11T14:41:01Z,24.054,10034.6,5.65,5.82,SW,0_source,flood1,09:41:01
2024-06-11T10:56:01Z,2024-06-11T14:56:01Z,23.793,9651.9,5.42,4.88,SW,0_source,flood1,09:56:01
2024-06-11T11:11:01Z,2024-06-11T15:11:01Z,23.753,9636.6,5.42,4.79,SW,0_source,flood1,10:11:01
2024-06-11T11:26:01Z,2024-06-11T15:26:01Z,23.818,9636.6,5.41,4.76,SW,0_source,flood1,10:26:01
2024-06-11T11:41:01Z,2024-06-11T15:41:01Z,23.767,9636.8,5.42,4.73,SW,0_source,flood1,10:41:01
2024-06-11T11:56:01Z,2024-06-11T15:56:01Z,23.567,9635.2,5.42,4.74,SW,0_source,flood1,10:56:01
2024-06-11T12:11:01Z,2024-06-11T16:11:01Z,23.01,9622.9,5.41,4.95,SW,0_source,flood1,11:11:01
2024-06-11T12:26:01Z,2024-06-11T16:26:01Z,23.601,9630.9,5.41,4.72,SW,0_source,flood1,11:26:01
2024-06-11T12:41:01Z,2024-06-11T16:41:01Z,23.688,9837,5.54,4.59,SW,0_source,flood1,11:41:01
2024-06-11T12:56:01Z,2024-06-11T16:56:01Z,25.392,9928.3,5.58,6.04,SW,0_source,flood1,11:56:01
2024-06-11T13:11:01Z,2024-06-11T17:11:01Z,25.708,9889.5,5.56,6.2,SW,0_source,flood1,12:11:01
2024-06-11T13:26:01Z,2024-06-11T17:26:01Z,26.077,9852.5,5.53,6.1,SW,0_source,flood1,12:26:01
2024-06-11T13:41:01Z,2024-06-11T17:41:01Z,26.044,9814.8,5.51,6.5,SW,0_source,flood1,12:41:01
2024-06-11T13:56:01Z,2024-06-11T17:56:01Z,26.3,9754.1,5.47,6.83,SW,0_source,flood1,12:56:01
2024-06-11T14:11:01Z,2024-06-11T18:11:01Z,25.392,9744.8,5.47,6.23,SW,0_source,flood1,13:11:01
2024-06-11T14:26:01Z,2024-06-11T18:26:01Z,26.277,9630.4,5.4,6.97,SW,0_source,flood1,13:26:01
2024-06-11T14:41:00Z,2024-06-11T18:41:00Z,26.537,9457.9,5.29,6.95,SW,0_source,flood1,13:41:00
2024-06-11T14:56:00Z,2024-06-11T18:56:00Z,26.661,9308.8,5.2,7.02,SW,0_source,flood1,13:56:00
2024-06-11T15:11:00Z,2024-06-11T19:11:00Z,26.623,9224.8,5.15,6.95,SW,0_source,flood1,14:11:00
2024-06-11T15:26:00Z,2024-06-11T19:26:00Z,27.011,9028.8,5.03,7.76,SW,0_source,flood1,14:26:00
2024-06-11T15:41:00Z,2024-06-11T19:41:00Z,27.014,9072.3,5.06,7.89,SW,0_source,flood1,14:41:00
2024-06-11T15:56:00Z,2024-06-11T19:56:00Z,25.508,9612.8,5.39,5.87,SW,0_source,flood1,14:56:00
2024-06-11T16:11:00Z,2024-06-11T20:11:00Z,25.479,9599.6,5.38,5.86,SW,0_source,flood1,15:11:00
2024-06-11T16:26:00Z,2024-06-11T20:26:00Z,25.507,9592.2,5.38,5.86,SW,0_source,flood1,15:26:00
2024-06-11T16:41:00Z,2024-06-11T20:41:00Z,25.229,111.3,0.05,8.13,SW,0_source,flood1,15:41:00
2024-06-11T16:56:00Z,2024-06-11T20:56:00Z,23.71,97.4,0.04,8.4,SW,0_source,flood1,15:56:00
2024-06-11T12:20:00Z,2024-06-11T16:20:00Z,20.4,-99999,NA,10.22,SW,1_runoff,flood1,11:20:00
2024-06-11T12:35:00Z,2024-06-11T16:35:00Z,20.9,8341,4.65,5.11,SW,1_runoff,flood1,11:35:00
2024-06-11T12:50:00Z,2024-06-11T16:50:00Z,21.2,8418,4.69,5.65,SW,1_runoff,flood1,11:50:00
2024-06-11T13:05:00Z,2024-06-11T17:05:00Z,21.5,8507,4.75,5.56,SW,1_runoff,flood1,12:05:00
2024-06-11T13:20:00Z,2024-06-11T17:20:00Z,21.7,8601,4.8,5.74,SW,1_runoff,flood1,12:20:00
2024-06-11T13:35:00Z,2024-06-11T17:35:00Z,21.9,8688,4.85,5.31,SW,1_runoff,flood1,12:35:00
2024-06-11T13:50:00Z,2024-06-11T17:50:00Z,22.1,8770,4.9,5.48,SW,1_runoff,flood1,12:50:00
2024-06-11T14:05:00Z,2024-06-11T18:05:00Z,22,8748,4.89,4.91,SW,1_runoff,flood1,13:05:00
2024-06-11T14:20:00Z,2024-06-11T18:20:00Z,22.1,8808,4.92,5.16,SW,1_runoff,flood1,13:20:00
2024-06-11T14:35:00Z,2024-06-11T18:35:00Z,22.3,8830,4.94,4.99,SW,1_runoff,flood1,13:35:00
2024-06-11T14:50:00Z,2024-06-11T18:50:00Z,22.4,8840,4.94,5.11,SW,1_runoff,flood1,13:50:00
2024-06-11T15:05:00Z,2024-06-11T19:05:00Z,22.5,8826,4.93,5.07,SW,1_runoff,flood1,14:05:00
2024-06-11T15:20:00Z,2024-06-11T19:20:00Z,22.6,8795,4.91,5.19,SW,1_runoff,flood1,14:20:00
2024-06-11T15:35:00Z,2024-06-11T19:35:00Z,22.8,8722,4.87,5.13,SW,1_runoff,flood1,14:35:00
2024-06-11T15:50:00Z,2024-06-11T19:50:00Z,22.8,8766,4.9,5.1,SW,1_runoff,flood1,14:50:00
2024-06-11T16:05:00Z,2024-06-11T20:05:00Z,22.7,8806,4.92,5.09,SW,1_runoff,flood1,15:05:00
2024-06-11T16:20:00Z,2024-06-11T20:20:00Z,22.7,8856,4.95,5.04,SW,1_runoff,flood1,15:20:00
2024-06-11T16:35:00Z,2024-06-11T20:35:00Z,22.7,8900,4.98,5.17,SW,1_runoff,flood1,15:35:00
2024-06-11T16:50:00Z,2024-06-11T20:50:00Z,22.4,8848,4.95,4.7,SW,1_runoff,flood1,15:50:00
2024-06-11T17:05:00Z,2024-06-11T21:05:00Z,22.1,8790,4.91,4.72,SW,1_runoff,flood1,16:05:00
2024-06-11T17:20:00Z,2024-06-11T21:20:00Z,21.8,8738,4.88,4.43,SW,1_runoff,flood1,16:20:00
2024-06-11T17:35:00Z,2024-06-11T21:35:00Z,21.7,8729,4.88,4.09,SW,1_runoff,flood1,16:35:00
2024-06-11T17:50:00Z,2024-06-11T21:50:00Z,21.6,8726,4.88,4.03,SW,1_runoff,flood1,16:50:00
2024-06-12T06:29:00Z,2024-06-12T10:29:00Z,14.7,24.4,0.01,10.27,SW,1_runoff,flood2,05:29:00
2024-06-12T06:44:00Z,2024-06-12T10:44:00Z,14.7,24.1,0.01,10.14,SW,1_runoff,flood2,05:44:00
2024-06-12T06:59:00Z,2024-06-12T10:59:00Z,14.7,24.1,0.01,10.14,SW,1_runoff,flood2,05:59:00
2024-06-12T07:14:00Z,2024-06-12T11:14:00Z,14.9,24.1,0.01,10.06,SW,1_runoff,flood2,06:14:00
2024-06-12T07:29:00Z,2024-06-12T11:29:00Z,15,24.2,0.01,10.05,SW,1_runoff,flood2,06:29:00
2024-06-12T07:44:00Z,2024-06-12T11:44:00Z,19.9,9049,5.08,7,SW,1_runoff,flood2,06:44:00
2024-06-12T07:59:00Z,2024-06-12T11:59:00Z,20,9101,5.11,6.83,SW,1_runoff,flood2,06:59:00
2024-06-12T08:14:00Z,2024-06-12T12:14:00Z,20,9118,5.12,6.61,SW,1_runoff,flood2,07:14:00
2024-06-12T08:29:00Z,2024-06-12T12:29:00Z,20.1,9187,5.16,6.56,SW,1_runoff,flood2,07:29:00
2024-06-12T08:44:00Z,2024-06-12T12:44:00Z,20.2,9251,5.2,6.46,SW,1_runoff,flood2,07:44:00
2024-06-12T08:59:00Z,2024-06-12T12:59:00Z,20.3,9308,5.23,6.55,SW,1_runoff,flood2,07:59:00
2024-06-12T09:14:00Z,2024-06-12T13:14:00Z,20.4,9366,5.27,6.34,SW,1_runoff,flood2,08:14:00
2024-06-12T09:29:00Z,2024-06-12T13:29:00Z,20.6,9421,5.3,6.3,SW,1_runoff,flood2,08:29:00
2024-06-12T09:44:00Z,2024-06-12T13:44:00Z,20.7,9444,5.31,6.13,SW,1_runoff,flood2,08:44:00
2024-06-12T09:59:00Z,2024-06-12T13:59:00Z,20.8,9488,5.34,6.03,SW,1_runoff,flood2,08:59:00
2024-06-12T10:14:00Z,2024-06-12T14:14:00Z,20.9,9506,5.35,6.04,SW,1_runoff,flood2,09:14:00
2024-06-12T10:29:00Z,2024-06-12T14:29:00Z,21,9545,5.37,5.97,SW,1_runoff,flood2,09:29:00
2024-06-12T10:44:00Z,2024-06-12T14:44:00Z,21.1,9562,5.38,5.9,SW,1_runoff,flood2,09:44:00
2024-06-12T10:59:00Z,2024-06-12T14:59:00Z,21.3,9567,5.39,5.8,SW,1_runoff,flood2,09:59:00
2024-06-12T11:14:00Z,2024-06-12T15:14:00Z,21.3,9565,5.38,5.79,SW,1_runoff,flood2,10:14:00
2024-06-12T11:29:00Z,2024-06-12T15:29:00Z,21.4,9560,5.38,5.76,SW,1_runoff,flood2,10:29:00
2024-06-12T11:44:00Z,2024-06-12T15:44:00Z,21.5,9556,5.38,5.74,SW,1_runoff,flood2,10:44:00
2024-06-12T11:59:00Z,2024-06-12T15:59:00Z,21.6,9548,5.37,5.55,SW,1_runoff,flood2,10:59:00
2024-06-12T12:14:00Z,2024-06-12T16:14:00Z,21.6,9542,5.37,5.56,SW,1_runoff,flood2,11:14:00
2024-06-12T12:29:00Z,2024-06-12T16:29:00Z,21.8,9559,5.38,5.41,SW,1_runoff,flood2,11:29:00
2024-06-12T12:44:00Z,2024-06-12T16:44:00Z,21.9,9586,5.39,5.42,SW,1_runoff,flood2,11:44:00
2024-06-12T12:59:00Z,2024-06-12T16:59:00Z,22.1,9614,5.41,5.46,SW,1_runoff,flood2,11:59:00
2024-06-12T13:14:00Z,2024-06-12T17:14:00Z,22.3,9640,5.43,5.37,SW,1_runoff,flood2,12:14:00
2024-06-12T13:29:00Z,2024-06-12T17:29:00Z,22.5,9665,5.44,5.33,SW,1_runoff,flood2,12:29:00
2024-06-12T13:44:00Z,2024-06-12T17:44:00Z,22.5,9684,5.45,5.3,SW,1_runoff,flood2,12:44:00
2024-06-12T13:59:00Z,2024-06-12T17:59:00Z,22.6,9694,5.46,5.27,SW,1_runoff,flood2,12:59:00
2024-06-12T14:14:00Z,2024-06-12T18:14:00Z,22.6,9695,5.46,5.27,SW,1_runoff,flood2,13:14:00
2024-06-12T14:29:00Z,2024-06-12T18:29:00Z,22.8,9711,5.46,5.26,SW,1_runoff,flood2,13:29:00
2024-06-12T14:44:00Z,2024-06-12T18:44:00Z,22.9,9721,5.47,5.21,SW,1_runoff,flood2,13:44:00
2024-06-12T14:59:00Z,2024-06-12T18:59:00Z,22.9,9695,5.45,5.17,SW,1_runoff,flood2,13:59:00
2024-06-12T15:14:00Z,2024-06-12T19:14:00Z,22.8,9593,5.39,5.16,SW,1_runoff,flood2,14:14:00
2024-06-12T15:29:00Z,2024-06-12T19:29:00Z,22.9,9623,5.41,5.08,SW,1_runoff,flood2,14:29:00
2024-06-12T15:44:00Z,2024-06-12T19:44:00Z,22.9,9625,5.41,5.05,SW,1_runoff,flood2,14:44:00
2024-06-12T15:59:00Z,2024-06-12T19:59:00Z,23.1,9714,5.46,5.12,SW,1_runoff,flood2,14:59:00
2024-06-12T16:14:00Z,2024-06-12T20:14:00Z,23.3,9706,5.46,4.99,SW,1_runoff,flood2,15:14:00
2024-06-12T16:29:00Z,2024-06-12T20:29:00Z,23.2,9678,5.44,4.97,SW,1_runoff,flood2,15:29:00
2024-06-12T16:44:00Z,2024-06-12T20:44:00Z,22.9,9642,5.42,4.76,SW,1_runoff,flood2,15:44:00
2024-06-12T16:59:00Z,2024-06-12T20:59:00Z,22.7,9607,5.4,4.81,SW,1_runoff,flood2,15:59:00
2024-06-12T17:14:00Z,2024-06-12T21:14:00Z,22.5,9569,5.38,4.72,SW,1_runoff,flood2,16:14:00
2024-06-12T17:29:00Z,2024-06-12T21:29:00Z,22.3,9539,5.36,3.91,SW,1_runoff,flood2,16:29:00
2024-06-13T07:07:00Z,2024-06-13T11:07:00Z,18.6,5069,2.74,3.16,SW,1_runoff,flood3,06:07:00
2024-06-13T07:22:00Z,2024-06-13T11:22:00Z,18.6,5093,2.75,3.03,SW,1_runoff,flood3,06:22:00
2024-06-13T07:37:00Z,2024-06-13T11:37:00Z,21,9723,5.48,6.76,SW,1_runoff,flood3,06:37:00
2024-06-13T07:52:00Z,2024-06-13T11:52:00Z,21.2,9781,5.52,6.55,SW,1_runoff,flood3,06:52:00
2024-06-13T08:07:00Z,2024-06-13T12:07:00Z,21.2,9821,5.54,6.31,SW,1_runoff,flood3,07:07:00
2024-06-13T08:22:00Z,2024-06-13T12:22:00Z,21.3,9861,5.56,6.21,SW,1_runoff,flood3,07:22:00
2024-06-13T08:37:00Z,2024-06-13T12:37:00Z,21.5,9910,5.59,5.97,SW,1_runoff,flood3,07:37:00
2024-06-13T08:52:00Z,2024-06-13T12:52:00Z,21.6,9960,5.62,5.89,SW,1_runoff,flood3,07:52:00
2024-06-13T09:07:00Z,2024-06-13T13:07:00Z,21.8,9978,5.63,5.65,SW,1_runoff,flood3,08:07:00
2024-06-13T09:22:00Z,2024-06-13T13:22:00Z,22,9982,5.63,5.68,SW,1_runoff,flood3,08:22:00
2024-06-13T09:37:00Z,2024-06-13T13:37:00Z,22.1,9976,5.63,5.63,SW,1_runoff,flood3,08:37:00
2024-06-13T09:52:00Z,2024-06-13T13:52:00Z,22.3,9962,5.62,5.55,SW,1_runoff,flood3,08:52:00
2024-06-13T10:07:00Z,2024-06-13T14:07:00Z,22.3,9951,5.61,5.43,SW,1_runoff,flood3,09:07:00
2024-06-13T10:22:00Z,2024-06-13T14:22:00Z,22.4,9942,5.61,5.33,SW,1_runoff,flood3,09:22:00
2024-06-13T10:37:00Z,2024-06-13T14:37:00Z,22.6,9941,5.61,5.36,SW,1_runoff,flood3,09:37:00
2024-06-13T10:52:00Z,2024-06-13T14:52:00Z,22.7,9961,5.62,5.34,SW,1_runoff,flood3,09:52:00
2024-06-13T11:07:00Z,2024-06-13T15:07:00Z,22.9,9986,5.63,5.07,SW,1_runoff,flood3,10:07:00
2024-06-13T11:22:00Z,2024-06-13T15:22:00Z,23,10015,5.65,5.11,SW,1_runoff,flood3,10:22:00
2024-06-13T11:37:00Z,2024-06-13T15:37:00Z,23.1,10042,5.66,5.23,SW,1_runoff,flood3,10:37:00
2024-06-13T11:52:00Z,2024-06-13T15:52:00Z,23.3,10069,5.68,5.15,SW,1_runoff,flood3,10:52:00
2024-06-13T12:07:00Z,2024-06-13T16:07:00Z,23.3,10079,5.68,5.11,SW,1_runoff,flood3,11:07:00
2024-06-13T12:22:00Z,2024-06-13T16:22:00Z,23.5,10102,5.7,5.04,SW,1_runoff,flood3,11:22:00
2024-06-13T12:37:00Z,2024-06-13T16:37:00Z,23.6,10103,5.7,4.92,SW,1_runoff,flood3,11:37:00
2024-06-13T12:52:00Z,2024-06-13T16:52:00Z,23.7,10104,5.7,4.99,SW,1_runoff,flood3,11:52:00
2024-06-13T13:07:00Z,2024-06-13T17:07:00Z,23.8,10100,5.7,4.87,SW,1_runoff,flood3,12:07:00
2024-06-13T13:22:00Z,2024-06-13T17:22:00Z,23.9,10096,5.69,4.72,SW,1_runoff,flood3,12:22:00
2024-06-13T13:37:00Z,2024-06-13T17:37:00Z,23.9,10094,5.69,4.82,SW,1_runoff,flood3,12:37:00
2024-06-13T13:52:00Z,2024-06-13T17:52:00Z,24.1,10110,5.7,4.84,SW,1_runoff,flood3,12:52:00
2024-06-13T14:07:00Z,2024-06-13T18:07:00Z,24.2,10113,5.7,4.88,SW,1_runoff,flood3,13:07:00
2024-06-13T14:22:00Z,2024-06-13T18:22:00Z,24.3,10133,5.71,4.74,SW,1_runoff,flood3,13:22:00
2024-06-13T14:37:00Z,2024-06-13T18:37:00Z,24.5,10140,5.72,4.85,SW,1_runoff,flood3,13:37:00
2024-06-13T14:52:00Z,2024-06-13T18:52:00Z,24.6,10161,5.73,4.67,SW,1_runoff,flood3,13:52:00
2024-06-13T15:07:00Z,2024-06-13T19:07:00Z,24.8,10168,5.73,4.81,SW,1_runoff,flood3,14:07:00
2024-06-13T15:22:00Z,2024-06-13T19:22:00Z,24.9,9930,5.58,4.89,SW,1_runoff,flood3,14:22:00
2024-06-13T15:37:00Z,2024-06-13T19:37:00Z,24.9,10174,5.73,4.68,SW,1_runoff,flood3,14:37:00
2024-06-13T15:52:00Z,2024-06-13T19:52:00Z,24.9,10172,5.73,4.69,SW,1_runoff,flood3,14:52:00
2024-06-13T16:07:00Z,2024-06-13T20:07:00Z,24.9,10173,5.73,4.65,SW,1_runoff,flood3,15:07:00
2024-06-13T16:22:00Z,2024-06-13T20:22:00Z,24.9,10173,5.73,4.58,SW,1_runoff,flood3,15:22:00
2024-06-13T16:37:00Z,2024-06-13T20:37:00Z,24.8,10152,5.72,4.46,SW,1_runoff,flood3,15:37:00
2024-06-13T16:52:00Z,2024-06-13T20:52:00Z,24.5,10117,5.7,4.32,SW,1_runoff,flood3,15:52:00
2024-06-13T17:07:00Z,2024-06-13T21:07:00Z,24.3,10067,5.67,4.41,SW,1_runoff,flood3,16:07:00
2024-06-13T17:22:00Z,2024-06-13T21:22:00Z,24.2,10036,5.65,4.33,SW,1_runoff,flood3,16:22:00
2024-06-13T17:31:00Z,2024-06-13T21:31:00Z,24.1,10032,5.65,3.95,SW,1_runoff,flood3,16:31:00
2024-06-13T17:46:00Z,2024-06-13T21:46:00Z,23.9,10006,5.64,3.33,SW,1_runoff,flood3,16:46:00
2024-06-13T18:01:00Z,2024-06-13T22:01:00Z,23.9,10005,5.64,3.03,SW,1_runoff,flood3,17:01:00
2024-06-13T18:16:00Z,2024-06-13T22:16:00Z,23.9,10024,5.65,2.97,SW,1_runoff,flood3,17:16:00
2024-06-13T18:31:00Z,2024-06-13T22:31:00Z,23.8,10020,5.65,3.11,SW,1_runoff,flood3,17:31:00
2024-06-13T18:46:00Z,2024-06-13T22:46:00Z,23.7,10018,5.65,2.94,SW,1_runoff,flood3,17:46:00
2024-06-13T19:01:00Z,2024-06-13T23:01:00Z,23.7,10018,5.65,2.76,SW,1_runoff,flood3,18:01:00
2024-06-13T19:16:00Z,2024-06-13T23:16:00Z,23.6,10021,5.65,2.75,SW,1_runoff,flood3,18:16:00
2024-06-13T19:31:00Z,2024-06-13T23:31:00Z,23.6,10024,5.65,2.64,SW,1_runoff,flood3,18:31:00
2024-06-13T19:46:00Z,2024-06-13T23:46:00Z,23.5,10021,5.65,2.65,SW,1_runoff,flood3,18:46:00
2024-06-13T20:01:00Z,2024-06-14T00:01:00Z,23.4,10022,5.65,2.63,SW,1_runoff,flood3,19:01:00
2024-06-13T20:16:00Z,2024-06-14T00:16:00Z,23.4,10023,5.65,2.59,SW,1_runoff,flood3,19:16:00
2024-06-13T20:31:00Z,2024-06-14T00:31:00Z,23.3,10023,5.65,2.59,SW,1_runoff,flood3,19:31:00
2024-06-13T20:46:00Z,2024-06-14T00:46:00Z,23.3,10023,5.65,2.66,SW,1_runoff,flood3,19:46:00
2024-06-13T21:01:00Z,2024-06-14T01:01:00Z,23.2,10026,5.65,2.4,SW,1_runoff,flood3,20:01:00
2024-06-13T21:16:00Z,2024-06-14T01:16:00Z,23.2,10026,5.65,2.44,SW,1_runoff,flood3,20:16:00
2024-06-13T21:31:00Z,2024-06-14T01:31:00Z,23.1,10027,5.65,2.31,SW,1_runoff,flood3,20:31:00
2024-06-13T21:46:00Z,2024-06-14T01:46:00Z,23.1,10029,5.66,2.06,SW,1_runoff,flood3,20:46:00
2024-06-13T22:01:00Z,2024-06-14T02:01:00Z,23,10032,5.66,2.3,SW,1_runoff,flood3,21:01:00
2024-06-13T22:16:00Z,2024-06-14T02:16:00Z,23,10033,5.66,2.05,SW,1_runoff,flood3,21:16:00
2024-06-13T22:31:00Z,2024-06-14T02:31:00Z,22.9,10034,5.66,1.92,SW,1_runoff,flood3,21:31:00
2024-06-13T22:46:00Z,2024-06-14T02:46:00Z,22.9,10034,5.66,1.89,SW,1_runoff,flood3,21:46:00
2024-06-13T23:01:00Z,2024-06-14T03:01:00Z,22.8,10035,5.66,1.93,SW,1_runoff,flood3,22:01:00
2024-06-13T23:16:00Z,2024-06-14T03:16:00Z,22.8,10034,5.66,2.11,SW,1_runoff,flood3,22:16:00
2024-06-13T23:31:00Z,2024-06-14T03:31:00Z,22.8,10034,5.66,2.08,SW,1_runoff,flood3,22:31:00
2024-06-13T23:46:00Z,2024-06-14T03:46:00Z,22.7,10036,5.66,2,SW,1_runoff,flood3,22:46:00
2024-06-14T00:01:00Z,2024-06-14T04:01:00Z,22.7,10037,5.66,1.91,SW,1_runoff,flood3,23:01:00
2024-06-14T00:16:00Z,2024-06-14T04:16:00Z,22.6,10039,5.66,1.8,SW,1_runoff,flood3,23:16:00
2024-06-14T00:31:00Z,2024-06-14T04:31:00Z,22.6,10039,5.67,1.67,SW,1_runoff,flood3,23:31:00
2024-06-14T00:46:00Z,2024-06-14T04:46:00Z,22.5,10043,5.67,1.88,SW,1_runoff,flood3,23:46:00
2024-06-11T12:29:00Z,2024-06-11T18:29:00Z,20.6,88.6,0.04,8.8,FW,1_runoff,flood1,13:29:00
2024-06-11T12:44:00Z,2024-06-11T18:44:00Z,20.6,90.1,0.04,7.34,FW,1_runoff,flood1,13:44:00
2024-06-11T12:59:00Z,2024-06-11T18:59:00Z,20.6,90.5,0.04,7.56,FW,1_runoff,flood1,13:59:00
2024-06-11T13:14:00Z,2024-06-11T19:14:00Z,20.6,91,0.04,7.52,FW,1_runoff,flood1,14:14:00
2024-06-11T13:29:00Z,2024-06-11T19:29:00Z,20.7,91.3,0.04,7.48,FW,1_runoff,flood1,14:29:00
2024-06-11T13:44:00Z,2024-06-11T19:44:00Z,20.7,91.3,0.04,7.4,FW,1_runoff,flood1,14:44:00
2024-06-11T13:59:00Z,2024-06-11T19:59:00Z,20.7,91.4,0.04,7.35,FW,1_runoff,flood1,14:59:00
2024-06-11T14:14:00Z,2024-06-11T20:14:00Z,20.7,91.5,0.04,7.35,FW,1_runoff,flood1,15:14:00
2024-06-11T14:29:00Z,2024-06-11T20:29:00Z,20.7,91.5,0.04,7.32,FW,1_runoff,flood1,15:29:00
2024-06-11T14:44:00Z,2024-06-11T20:44:00Z,20.7,90.1,0.04,7.23,FW,1_runoff,flood1,15:44:00
2024-06-11T14:59:00Z,2024-06-11T20:59:00Z,20.4,83.6,0.04,7.14,FW,1_runoff,flood1,15:59:00
2024-06-11T15:14:00Z,2024-06-11T21:14:00Z,20.2,78.7,0.04,6.89,FW,1_runoff,flood1,16:14:00
2024-06-11T15:29:00Z,2024-06-11T21:29:00Z,20.1,76.1,0.03,6.27,FW,1_runoff,flood1,16:29:00
2024-06-11T15:44:00Z,2024-06-11T21:44:00Z,19.9,75.1,0.03,6.21,FW,1_runoff,flood1,16:44:00
2024-06-11T15:59:00Z,2024-06-11T21:59:00Z,19.8,74.4,0.03,6.23,FW,1_runoff,flood1,16:59:00
2024-06-12T04:10:00Z,2024-06-12T10:10:00Z,13.8,0,0,11.34,FW,1_runoff,flood2,05:10:00
2024-06-12T04:25:00Z,2024-06-12T10:25:00Z,13.9,0.1,0,10.4,FW,1_runoff,flood2,05:25:00
2024-06-12T04:40:00Z,2024-06-12T10:40:00Z,13.9,0,0,10.76,FW,1_runoff,flood2,05:40:00
2024-06-12T04:55:00Z,2024-06-12T10:55:00Z,14,0,0,10.91,FW,1_runoff,flood2,05:55:00
2024-06-12T05:10:00Z,2024-06-12T11:10:00Z,14.3,0,0,10.87,FW,1_runoff,flood2,06:10:00
2024-06-12T05:25:00Z,2024-06-12T11:25:00Z,17.7,96.8,0.04,8.91,FW,1_runoff,flood2,06:25:00
2024-06-12T05:40:00Z,2024-06-12T11:40:00Z,18.3,92.4,0.04,8.69,FW,1_runoff,flood2,06:40:00
2024-06-12T05:55:00Z,2024-06-12T11:55:00Z,18.6,93.6,0.04,8.5,FW,1_runoff,flood2,06:55:00
2024-06-12T06:10:00Z,2024-06-12T12:10:00Z,18.7,93.4,0.04,8.35,FW,1_runoff,flood2,07:10:00
2024-06-12T06:25:00Z,2024-06-12T12:25:00Z,18.8,95.2,0.04,8.31,FW,1_runoff,flood2,07:25:00
2024-06-12T06:40:00Z,2024-06-12T12:40:00Z,19,96.8,0.04,8.21,FW,1_runoff,flood2,07:40:00
2024-06-12T06:55:00Z,2024-06-12T12:55:00Z,19.2,97.7,0.05,8.14,FW,1_runoff,flood2,07:55:00
2024-06-12T07:10:00Z,2024-06-12T13:10:00Z,19.3,98.7,0.05,8.08,FW,1_runoff,flood2,08:10:00
2024-06-12T07:25:00Z,2024-06-12T13:25:00Z,19.3,100.5,0.05,8.01,FW,1_runoff,flood2,08:25:00
2024-06-12T07:40:00Z,2024-06-12T13:40:00Z,19.4,100.9,0.05,7.98,FW,1_runoff,flood2,08:40:00
2024-06-12T07:55:00Z,2024-06-12T13:55:00Z,19.5,101.3,0.05,8.06,FW,1_runoff,flood2,08:55:00
2024-06-12T08:10:00Z,2024-06-12T14:10:00Z,19.6,102.3,0.05,7.93,FW,1_runoff,flood2,09:10:00
2024-06-12T08:25:00Z,2024-06-12T14:25:00Z,19.7,102,0.05,7.83,FW,1_runoff,flood2,09:25:00
2024-06-12T08:40:00Z,2024-06-12T14:40:00Z,19.8,104.7,0.05,7.79,FW,1_runoff,flood2,09:40:00
2024-06-12T08:55:00Z,2024-06-12T14:55:00Z,19.8,105.3,0.05,7.8,FW,1_runoff,flood2,09:55:00
2024-06-12T09:10:00Z,2024-06-12T15:10:00Z,19.9,108.1,0.05,7.75,FW,1_runoff,flood2,10:10:00
