#--- Experiment --------------------------------------------------------------------------
#240614_saltwater1
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.0.2415   www.pyroscience.com
#WARD_FIRESTING3
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-B [A] FSO2-C4 SN:21130040 UiD:24E144015D64A6DD Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.4] - Oxygen Sensor - XB7-534-212 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	15% (B)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/9/2024	5/13/2024	20.173000	52.703000	0.804000	0.122000	4000	-0.056000	0.969000	0.900000	0.000000	-0.000303	0.000000	0.000000	fixed f	1004.744000	29.387000	48.285000	10.247000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.11°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.4 Main]	Time [A Ch.4 Main]	 dt (s) [A Ch.4 Main]	Oxygen (%air sat.) [A Ch.4 Main]	dphi (°) [A Ch.4 Main]	Signal Intensity (mV) [A Ch.4 Main]	Ambient Light (mV) [A Ch.4 Main]	Status [A Ch.4 Main]	Date [A Ch.4 CompT]	Time [A Ch.4 CompT]	 dt (s) [A Ch.4 CompT]	Sample Temp. (°C) [A Ch.4 CompT]	Status [A Ch.4 CompT]	Date [A Ch.4 CompP]	Time [A Ch.4 CompP]	 dt (s) [A Ch.4 CompP]	Pressure (mbar) [A Ch.4 CompP]	Status [A Ch.4 CompP]
14-06-2024	14:09:24.676	104.348	2.588	50.284	842	0	OK	14-06-2024	14:09:24.676	104.348	21.528	OK	14-06-2024	14:09:24.676	104.348	1011	OK
14-06-2024	14:14:24.679	404.351	2.582	50.289	841	0	OK	14-06-2024	14:14:24.679	404.351	21.537	OK	14-06-2024	14:14:24.679	404.351	1011	OK
14-06-2024	14:19:24.679	704.350	2.579	50.291	840	0	OK	14-06-2024	14:19:24.679	704.350	21.545	OK	14-06-2024	14:19:24.679	704.350	1011	OK
14-06-2024	14:24:24.685	1004.357	2.583	50.288	839	0	OK	14-06-2024	14:24:24.685	1004.357	21.552	OK	14-06-2024	14:24:24.685	1004.357	1011	OK
14-06-2024	14:29:24.681	1304.352	2.569	50.299	839	0	OK	14-06-2024	14:29:24.681	1304.352	21.561	OK	14-06-2024	14:29:24.681	1304.352	1011	OK
14-06-2024	14:34:24.686	1604.357	2.591	50.281	839	0	OK	14-06-2024	14:34:24.686	1604.357	21.570	OK	14-06-2024	14:34:24.686	1604.357	1011	OK
14-06-2024	14:39:24.684	1904.355	2.587	50.284	838	0	OK	14-06-2024	14:39:24.684	1904.355	21.579	OK	14-06-2024	14:39:24.684	1904.355	1011	OK
14-06-2024	14:44:24.687	2204.358	2.589	50.282	837	0	OK	14-06-2024	14:44:24.687	2204.358	21.585	OK	14-06-2024	14:44:24.687	2204.358	1011	OK
14-06-2024	14:49:24.684	2504.355	2.580	50.289	836	0	OK	14-06-2024	14:49:24.684	2504.355	21.597	OK	14-06-2024	14:49:24.684	2504.355	1011	OK
14-06-2024	14:54:24.687	2804.359	2.581	50.288	836	0	OK	14-06-2024	14:54:24.687	2804.359	21.603	OK	14-06-2024	14:54:24.687	2804.359	1011	OK
14-06-2024	14:59:24.688	3104.360	2.571	50.296	836	0	OK	14-06-2024	14:59:24.688	3104.360	21.611	OK	14-06-2024	14:59:24.688	3104.360	1011	OK
14-06-2024	15:04:24.688	3404.359	2.580	50.289	835	0	OK	14-06-2024	15:04:24.688	3404.359	21.614	OK	14-06-2024	15:04:24.688	3404.359	1010	OK
14-06-2024	15:09:24.688	3704.360	2.580	50.289	835	0	OK	14-06-2024	15:09:24.688	3704.360	21.628	OK	14-06-2024	15:09:24.688	3704.360	1010	OK
14-06-2024	15:14:24.691	4004.362	2.583	50.286	835	0	OK	14-06-2024	15:14:24.691	4004.362	21.637	OK	14-06-2024	15:14:24.691	4004.362	1010	OK
14-06-2024	15:19:24.694	4304.366	2.584	50.285	836	0	OK	14-06-2024	15:19:24.694	4304.366	21.644	OK	14-06-2024	15:19:24.694	4304.366	1010	OK
